ID,Nomination_ID,Jury_ID,Rating,Rating_Datetime,Active
706,17,profsub7,82,41:08.8,1
707,19,profsub7,60,41:34.2,1
708,37,profsub7,65,42:00.7,1
709,48,profsub7,78,42:26.1,1
710,49,profsub7,65,42:56.0,1
711,53,profsub7,65,43:18.8,1
712,73,profsub7,60,43:44.9,1
713,85,profsub7,65,44:09.1,1
714,86,profsub7,70,44:33.4,1
715,87,profsub7,80,45:03.2,1
716,97,profsub7,70,45:23.6,1
717,98,profsub7,80,45:48.7,1
718,107,profsub7,65,46:09.4,1
719,116,profsub7,65,46:29.1,1
720,136,profsub7,72,46:52.3,1
721,1,profsub7,55,47:09.2,1
722,6,profsub7,55,47:44.3,1
723,10,profsub7,80,48:05.3,1
724,11,profsub7,70,48:20.6,1
725,18,profsub7,55,49:23.3,1
726,20,profsub7,55,49:48.5,1
727,40,profsub7,78,50:02.7,1
728,41,profsub7,65,50:19.6,1
729,46,profsub7,70,50:36.6,1
730,51,profsub7,75,50:53.6,1
731,52,profsub7,70,51:08.7,1
732,57,profsub7,72,51:30.8,1
733,63,profsub7,75,51:52.6,1
734,64,profsub7,75,52:16.0,1
735,69,profsub7,75,52:42.0,1
736,70,profsub7,72,52:58.8,1
737,79,profsub7,75,53:41.7,1
738,81,profsub7,74,54:03.5,1
739,82,profsub7,82,54:29.2,1
740,92,profsub7,72,54:44.7,1
741,93,profsub7,72,55:04.8,1
742,94,profsub7,65,55:27.0,1
743,102,profsub7,78,56:00.7,1
744,103,profsub7,70,56:28.1,1
745,124,profsub7,70,56:47.5,1
746,127,profsub7,80,57:12.5,1
747,129,profsub7,72,57:40.9,1
748,133,profsub7,70,58:38.2,1
749,134,profsub7,70,59:12.4,1
750,135,profsub7,75,59:43.7,1
